gercek_ziyaretci,yorum_sayisi,ortalama_puan,uygulanan_beta,temp,prcp,snow,rain,wspd,rhum,tatil_mi,ay,hafta_indeksi,Lokasyon Adı,Rakım (m),En Yakın Hastane,Has. Mesafe (km),Ort. Eğim (%),Ziyaretci_2022,Ziyaretci_2023,Ziyaretci_2024,Ziyaretci_2025,Has. Varış Süresi (Dk),Yol Türü & Yüzey Durumu_14 km Asfalt + 12 km Stabilize + Yaya,Yol Türü & Yüzey Durumu_20 km Asfalt + 6 km Stabilize,Yol Türü & Yüzey Durumu_56 km Asfalt + 20-25 km Toprak,Yol Türü & Yüzey Durumu_Asfalt (Dar ve Yüksek Virajlı),Yol Türü & Yüzey Durumu_Tamamı Asfalt,Yol Türü & Yüzey Durumu_Tamamı Asfalt (Eğimli Tırmanış),Yol Türü & Yüzey Durumu_Tamamı Asfalt (Virajlı),Bölge_Batı Karadeniz,Bölge_Doğu Karadeniz,Bölge_Orta Karadeniz
283,1,5.0,283.02,3.16,39.79,7.0,32.79,13.38,85.92,0,1,160,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
0,0,,283.02,4.29,5.3,0.0,5.3,9.38,70.39,0,1,161,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
0,0,,283.02,4.52,0.02,0.0,0.02,8.53,60.53,0,2,162,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
0,0,,283.02,0.39,47.05,47.05,0.0,14.04,82.26,0,2,163,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
283,1,3.0,283.02,2.54,13.55,12.99,0.56,10.89,75.65,0,2,164,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
0,0,,283.02,-3.4,53.62,53.62,0.0,20.01,75.33,0,2,165,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
0,0,,283.02,0.23,11.51,11.51,0.0,11.39,72.82,0,3,166,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
0,0,,283.02,3.91,0.5,0.5,0.0,7.13,74.86,0,3,167,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
0,0,,283.02,14.07,0.0,0.0,0.0,15.19,55.86,0,3,168,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
0,0,,283.02,2.42,19.02,8.96,10.06,16.82,74.75,1,3,169,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
283,1,5.0,283.02,11.05,11.13,0.0,11.13,12.03,71.67,1,4,170,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
3396,12,4.83,283.02,9.24,32.86,0.0,32.86,12.12,79.69,0,4,171,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
1415,5,4.0,283.02,2.86,78.17,29.31,48.86,15.12,79.57,0,4,172,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
1415,5,4.83,283.02,6.4,17.73,0.0,17.73,10.78,85.61,1,4,173,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
849,3,4.75,283.02,8.28,18.67,0.0,18.67,9.9,86.86,1,5,174,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
1132,4,4.5,283.02,8.49,13.74,0.0,13.74,9.73,81.64,0,5,175,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
283,1,5.0,283.02,12.62,33.94,0.0,33.94,10.81,79.21,0,5,176,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
3396,12,4.72,283.02,11.16,36.1,0.0,36.1,12.56,79.13,1,5,177,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
2547,9,4.43,283.02,14.3,0.22,0.0,0.22,9.25,72.58,0,5,178,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
1415,5,4.6,283.02,13.96,20.38,0.0,20.38,11.36,82.49,1,6,179,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
3396,12,4.0,283.02,15.66,27.12,0.0,27.12,9.22,77.93,1,6,180,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
3679,13,4.72,283.02,17.22,5.15,0.0,5.15,11.31,76.45,0,6,181,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
2547,9,4.6,283.02,16.55,3.3,0.0,3.3,10.43,70.95,0,6,182,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
3396,12,4.58,283.02,17.72,21.17,0.0,21.17,12.22,68.09,0,7,183,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
3396,12,4.79,283.02,17.05,20.98,0.0,20.98,13.07,75.6,0,7,184,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
5377,19,4.62,283.02,21.47,2.74,0.0,2.74,8.27,73.89,1,7,185,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
6226,22,4.77,283.02,21.64,8.9,0.0,8.9,11.06,74.94,0,7,186,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
8207,29,4.64,283.02,22.65,0.95,0.0,0.95,10.14,72.87,0,7,187,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
5943,21,4.33,283.02,23.14,29.5,0.0,29.5,12.87,78.3,0,8,188,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
13584,48,4.64,283.02,22.49,14.13,0.0,14.13,13.36,76.14,0,8,189,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
10471,37,4.28,283.02,21.02,0.15,0.0,0.15,10.19,64.24,0,8,190,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
16131,57,4.37,283.02,20.95,29.4,0.0,29.4,13.23,71.27,1,8,191,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
9339,33,4.59,283.02,19.5,2.92,0.0,2.92,9.65,72.94,0,9,192,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
5943,21,3.96,283.02,19.4,47.21,0.0,47.21,10.32,81.69,0,9,193,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
4811,17,4.79,283.02,17.59,4.07,0.0,4.07,11.29,73.73,0,9,194,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
3113,11,4.13,283.02,15.05,50.58,0.0,50.58,18.92,75.06,0,9,195,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
1698,6,4.8,283.02,14.62,2.74,0.0,2.74,12.32,74.47,0,10,196,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
1132,4,4.67,283.02,14.49,40.53,0.0,40.53,10.27,78.0,0,10,197,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
849,3,5.0,283.02,13.15,30.94,0.0,30.94,13.37,73.77,0,10,198,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
1132,4,5.0,283.02,11.41,19.55,0.0,19.55,10.75,76.63,0,10,199,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
0,0,,283.02,13.22,13.85,0.0,13.85,12.69,72.87,1,10,200,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
1415,5,4.0,283.02,11.01,21.54,0.0,21.54,11.75,69.42,0,11,201,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
1132,4,4.17,283.02,11.67,0.21,0.0,0.21,9.19,69.37,0,11,202,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
566,2,5.0,283.02,9.86,83.57,0.0,83.57,12.52,77.31,0,11,203,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
1415,5,4.11,283.02,12.33,0.0,0.0,0.0,12.6,49.61,0,11,204,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
1132,4,4.5,283.02,10.09,4.69,0.0,4.69,10.19,64.68,0,12,205,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
849,3,4.33,283.02,8.2,3.74,0.0,3.74,10.15,69.73,0,12,206,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
283,1,4.0,283.02,5.71,64.83,0.0,64.83,12.78,83.9,0,12,207,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
283,1,4.0,283.02,4.35,16.32,0.0,16.32,10.46,69.85,0,12,208,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
283,1,5.0,283.02,3.19,31.49,12.21,19.28,13.87,75.12,1,1,209,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
0,0,,283.02,2.11,6.55,0.0,6.55,25.04,56.89,0,1,210,Kuzalan şelalesi Tabiat Parkı,807,Dereli D.H.,15.0,4.38,100000,110000,120000,135000,22.5,0,0,0,0,1,0,0,0,1,0
635,2,5.0,317.46,-3.29,18.97,18.97,0.0,9.48,77.82,0,1,1,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
951,3,5.0,317.46,-1.11,6.37,6.01,0.36,11.44,64.65,0,1,2,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
317,1,5.0,317.46,-4.92,35.34,35.34,0.0,10.26,74.78,0,1,3,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
317,1,4.0,317.46,-6.98,23.91,23.91,0.0,11.84,70.79,0,1,4,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
0,0,,317.46,-7.09,26.51,26.51,0.0,9.0,71.9,0,2,5,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
317,1,4.0,317.46,-2.5,19.18,19.05,0.13,11.28,68.05,0,2,6,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
951,3,5.0,317.46,-2.61,17.61,17.61,0.0,9.86,71.05,0,2,7,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
634,2,5.0,317.46,-3.05,9.06,9.06,0.0,7.04,72.63,0,2,8,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
317,1,5.0,317.46,-0.33,10.49,10.46,0.03,9.57,78.41,0,3,9,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
317,1,5.0,317.46,-3.51,34.58,34.58,0.0,8.82,78.53,0,3,10,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
317,1,5.0,317.46,-7.7,62.4,62.4,0.0,9.77,83.38,0,3,11,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
0,0,,317.46,-8.29,46.48,46.48,0.0,9.21,81.22,0,3,12,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
634,2,5.0,317.46,-4.03,5.46,5.46,0.0,7.06,74.5,0,3,13,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
0,0,,317.46,4.32,0.55,0.0,0.55,11.73,57.64,0,4,14,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
317,1,5.0,317.46,2.76,14.5,2.33,12.17,9.0,75.31,0,4,15,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
0,0,,317.46,0.52,22.61,22.58,0.03,9.64,70.21,1,4,16,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
634,2,5.0,317.46,2.45,4.05,4.02,0.03,7.25,78.49,1,4,17,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
1587,5,4.5,317.46,4.12,15.78,0.0,15.78,6.01,82.27,1,5,18,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
6349,20,4.84,317.46,1.84,30.64,27.6,3.04,8.55,88.42,0,5,19,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
1586,5,5.0,317.46,5.18,4.53,0.0,4.53,6.24,72.97,1,5,20,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
2221,7,4.62,317.46,5.82,16.78,0.0,16.78,8.66,71.64,0,5,21,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
3174,10,4.81,317.46,7.56,8.34,0.0,8.34,6.22,77.22,0,6,22,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
3809,12,4.85,317.46,13.0,1.92,0.0,1.92,6.42,79.31,0,6,23,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
3809,12,4.0,317.46,12.05,15.62,0.0,15.62,6.49,84.15,0,6,24,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
2221,7,4.6,317.46,12.24,9.05,0.0,9.05,6.3,79.75,0,6,25,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
4444,14,4.67,317.46,10.95,19.07,0.0,19.07,8.16,76.32,0,6,26,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
6030,19,4.85,317.46,12.09,12.45,0.0,12.45,8.41,77.92,1,7,27,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
5079,16,4.8,317.46,14.61,5.76,0.0,5.76,6.91,77.1,1,7,28,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
15556,49,4.67,317.46,13.01,45.14,0.0,45.14,9.05,79.3,0,7,29,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
11429,36,4.6,317.46,12.51,15.15,0.0,15.15,9.9,73.58,0,7,30,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
11746,37,4.73,317.46,15.64,0.08,0.0,0.08,6.6,72.06,0,8,31,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
15556,49,4.62,317.46,15.77,12.52,0.0,12.52,6.7,79.62,0,8,32,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
10477,33,4.58,317.46,16.85,4.01,0.0,4.01,6.31,78.13,0,8,33,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
14603,46,4.65,317.46,16.68,23.45,0.0,23.45,6.32,80.29,0,8,34,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
11746,37,4.83,317.46,18.17,2.9,0.0,2.9,6.28,73.62,1,9,35,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
10792,34,4.73,317.46,16.81,33.56,0.0,33.56,8.4,74.17,0,9,36,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
10476,33,4.76,317.46,12.57,19.46,0.0,19.46,8.7,68.33,0,9,37,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
9841,31,4.67,317.46,14.26,25.76,0.0,25.76,8.79,70.54,0,9,38,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
6030,19,4.67,317.46,9.17,49.82,0.0,49.82,8.28,77.05,0,9,39,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
5079,16,4.6,317.46,12.23,18.31,0.0,18.31,7.51,67.84,0,10,40,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
4444,14,4.53,317.46,8.59,67.06,0.0,67.06,7.17,81.19,0,10,41,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
2538,8,4.67,317.46,7.46,12.32,0.0,12.32,5.91,80.65,0,10,42,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
951,3,4.67,317.46,5.1,40.15,12.39,27.76,8.04,80.19,1,10,43,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
1586,5,4.75,317.46,5.0,4.44,0.0,4.44,7.34,73.7,0,11,44,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
952,3,4.5,317.46,4.12,12.06,0.0,12.06,7.37,76.21,0,11,45,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
634,2,5.0,317.46,2.67,11.14,0.0,11.14,6.17,81.41,0,11,46,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
1904,6,4.61,317.46,6.07,1.49,0.0,1.49,11.6,62.78,0,11,47,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
317,1,5.0,317.46,4.39,39.83,6.91,32.92,9.24,71.61,0,12,48,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
1586,5,5.0,317.46,1.47,8.26,6.79,1.47,5.75,81.27,0,12,49,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
1587,5,5.0,317.46,2.74,0.91,0.02,0.89,10.52,65.37,0,12,50,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
952,3,4.5,317.46,1.9,21.0,16.29,4.71,8.54,76.52,0,12,51,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
1586,5,4.0,317.46,-2.92,6.36,6.36,0.0,7.05,72.27,1,12,52,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
956,3,5.0,318.79,-2.61,12.94,12.94,0.0,7.47,62.72,0,1,53,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
322,1,5.0,322.11,-2.93,19.11,19.11,0.0,7.27,73.0,0,1,54,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
644,2,4.5,322.11,-2.66,0.0,0.0,0.0,10.48,62.2,0,1,55,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
644,2,5.0,322.11,0.08,0.0,0.0,0.0,11.34,62.33,0,1,56,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
1288,4,4.67,322.11,-1.67,9.99,9.99,0.0,11.52,69.61,0,2,57,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
1610,5,4.78,322.11,-4.54,32.99,32.99,0.0,12.93,73.96,0,2,58,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
966,3,4.0,322.11,-6.58,28.36,28.36,0.0,16.95,74.84,0,2,59,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
0,0,,322.11,-4.68,31.41,31.41,0.0,16.37,69.5,0,2,60,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
0,0,,322.11,0.24,9.15,9.15,0.0,16.01,63.42,0,3,61,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
0,0,,322.11,1.03,26.99,26.99,0.0,11.48,82.25,0,3,62,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
644,2,5.0,322.11,3.13,15.79,15.6,0.19,14.93,66.79,0,3,63,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
966,3,5.0,322.11,0.21,29.73,29.01,0.72,11.23,87.88,0,3,64,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
0,0,,322.11,-0.02,17.11,13.83,3.28,9.55,85.31,0,3,65,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
322,1,5.0,322.11,-1.94,53.97,39.42,14.55,14.93,74.69,0,4,66,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
322,1,4.0,322.11,1.32,34.71,33.34,1.37,11.79,80.84,0,4,67,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
1610,5,4.75,322.11,2.96,33.54,32.78,0.76,10.55,78.68,1,4,68,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
322,1,5.0,322.11,3.9,38.04,6.3,31.74,12.61,80.55,0,4,69,Kümbet yaylası,1705,Dereli D.H.,30.0,5.18,200000,220000,235000,250000,37.5,0,0,0,0,1,0,0,0,1,0
