time,Borçka Karagöl Tabiat Parkı - Artvin_temp,Borçka Karagöl Tabiat Parkı - Artvin_prcp,Borçka Karagöl Tabiat Parkı - Artvin_snow,Borçka Karagöl Tabiat Parkı - Artvin_rain,Borçka Karagöl Tabiat Parkı - Artvin_tmin,Borçka Karagöl Tabiat Parkı - Artvin_tmax,Borçka Karagöl Tabiat Parkı - Artvin_wspd,Borçka Karagöl Tabiat Parkı - Artvin_rhum
2025-11-22,4.53,0.0,0.0,0.0,1.16,9.19,14.75,42.96
2025-11-23,4.85,0.0,0.0,0.0,1.1,10.64,17.74,37.73
2025-11-24,4.85,0.0,0.0,0.0,1.01,10.5,14.53,45.14
2025-11-25,2.2,0.0,0.0,0.0,-1.06,6.94,9.61,50.16
2025-11-26,2.56,0.0,0.0,0.0,-0.76,7.0,9.07,54.07
2025-11-27,2.52,0.0,0.0,0.0,-0.3,7.55,11.07,58.6
2025-11-28,2.55,0.0,0.0,0.0,-1.01,7.5,12.74,55.86
2025-11-29,3.31,0.0,0.0,0.0,-0.07,8.75,12.02,49.06
2025-11-30,4.26,0.07,0.0,0.07,0.27,9.09,14.68,48.89
2025-12-01,2.15,9.88,0.0,9.88,-0.35,6.23,11.43,75.96
2025-12-02,-0.81,5.55,5.55,0.0,-1.71,0.91,8.98,85.8
2025-12-03,-0.26,0.0,0.0,0.0,-2.59,4.04,10.49,78.62
2025-12-04,-1.17,0.0,0.0,0.0,-4.1,3.12,11.31,65.12
2025-12-05,-0.08,0.0,0.0,0.0,-3.79,4.42,12.08,52.47
2025-12-06,1.47,0.0,0.0,0.0,-1.22,4.64,19.73,57.09
2025-12-07,3.94,1.29,0.0,1.29,1.38,5.98,18.19,63.59
2025-12-08,3.33,0.19,0.0,0.19,0.92,6.85,10.17,70.68
2025-12-09,1.81,0.29,0.29,0.0,-0.51,5.13,6.86,75.95
2025-12-10,0.62,11.5,11.5,0.0,-0.7,2.21,6.55,90.78
2025-12-11,-0.14,6.76,6.76,0.0,-1.68,1.89,6.27,89.61
2025-12-12,-1.38,5.67,5.67,0.0,-3.18,-0.2,7.19,90.84
2025-12-13,-2.6,32.43,32.43,0.0,-3.89,-1.32,16.36,89.7
2025-12-14,-4.08,14.29,14.29,0.0,-6.46,-1.48,14.77,82.15
2025-12-15,-4.73,3.27,3.27,0.0,-7.27,-1.83,9.32,77.49
2025-12-16,-4.62,12.11,12.11,0.0,-6.72,-2.14,8.72,87.43
2025-12-17,-4.86,0.0,0.0,0.0,-7.2,-0.76,9.92,80.01
2025-12-18,-4.55,0.0,0.0,0.0,-7.59,-0.8,10.41,68.34
2025-12-19,-3.45,0.0,0.0,0.0,-6.07,1.46,9.18,63.85
2025-12-20,-3.76,0.0,0.0,0.0,-7.05,0.81,9.34,64.94
2025-12-21,-2.1,0.0,0.0,0.0,-5.54,2.54,9.97,55.15
2025-12-22,-1.04,0.0,0.0,0.0,-3.57,3.42,8.67,60.8
2025-12-23,-1.61,0.0,0.0,0.0,-4.58,2.31,10.89,64.88
2025-12-24,-2.13,5.01,5.01,0.0,-3.61,0.54,9.7,74.66
2025-12-25,-3.06,4.46,4.46,0.0,-4.41,-0.94,9.44,87.86
2025-12-26,-3.87,7.67,7.67,0.0,-4.91,-2.33,6.92,86.31
2025-12-27,-6.1,28.7,28.7,0.0,-8.03,-4.58,9.2,90.67
2025-12-28,-7.35,5.79,5.79,0.0,-10.05,-3.5,8.54,75.47
2025-12-29,-7.57,9.01,9.01,0.0,-9.35,-4.82,14.29,73.93
2025-12-30,-7.93,20.1,20.1,0.0,-9.97,-4.3,15.84,75.78
2025-12-31,-5.76,3.16,3.16,0.0,-8.56,-2.31,19.02,67.67
2026-01-01,-6.77,26.02,26.02,0.0,-9.35,-4.51,9.11,82.48
2024-08-30,0.58,0.0,0.0,0.0,-1.56,3.66,10.11,82.86
2024-12-11,-3.09,0.0,0.0,0.0,-5.27,-0.05,15.53,68.38
2024-12-12,-5.02,0.0,0.0,0.0,-6.75,-1.54,10.74,83.97
2024-12-13,-5.58,0.0,0.0,0.0,-7.49,-3.02,19.16,81.37
