time,Şaşvat karagöl - Artvin_temp,Şaşvat karagöl - Artvin_prcp,Şaşvat karagöl - Artvin_snow,Şaşvat karagöl - Artvin_rain,Şaşvat karagöl - Artvin_tmin,Şaşvat karagöl - Artvin_tmax,Şaşvat karagöl - Artvin_wspd,Şaşvat karagöl - Artvin_rhum
2025-11-25,1.83,0.0,0.0,0.0,-1.51,7.07,8.76,45.54
2025-11-26,1.76,0.0,0.0,0.0,-1.4,6.34,8.03,50.43
2025-11-27,1.54,0.0,0.0,0.0,-1.59,7.02,9.38,58.44
2025-11-28,1.73,0.0,0.0,0.0,-1.93,7.23,10.99,54.92
2025-11-29,2.38,0.0,0.0,0.0,-1.01,8.28,10.82,47.34
2025-11-30,3.2,0.06,0.0,0.06,-0.69,8.69,13.59,48.66
2025-12-01,1.31,10.88,10.88,0.0,-1.38,6.0,10.33,76.69
2025-12-02,-1.56,4.23,4.23,0.0,-2.63,0.4,7.94,87.06
2025-12-03,-1.17,0.0,0.0,0.0,-3.61,3.1,8.94,79.19
2025-12-04,-2.0,0.0,0.0,0.0,-4.98,2.79,10.18,63.89
2025-12-05,-1.15,0.0,0.0,0.0,-4.86,3.74,11.25,53.56
2025-12-06,0.41,0.0,0.0,0.0,-2.38,4.39,17.12,59.21
2025-12-07,2.63,2.19,0.0,2.19,0.03,4.88,16.52,68.01
2025-12-08,2.23,0.55,0.0,0.55,-0.49,6.1,9.89,73.18
2025-12-09,0.64,0.22,0.22,0.0,-1.96,4.59,6.46,77.17
2025-12-10,-0.17,9.18,9.18,0.0,-1.48,1.6,5.87,90.83
2025-12-11,-0.93,5.16,5.16,0.0,-2.78,1.48,5.99,88.01
2025-12-12,-2.06,4.43,4.43,0.0,-3.99,-0.44,6.55,88.69
2025-12-13,-3.21,26.68,26.68,0.0,-4.48,-1.85,14.97,90.24
2025-12-14,-5.28,11.67,11.67,0.0,-8.41,-2.3,14.09,82.09
2025-12-15,-6.01,2.48,2.48,0.0,-9.08,-2.52,7.98,76.64
2025-12-16,-5.63,9.21,9.21,0.0,-8.46,-2.52,7.74,85.62
2025-12-17,-6.42,0.0,0.0,0.0,-9.55,-1.43,8.49,79.03
2025-12-18,-5.61,0.0,0.0,0.0,-9.07,-0.97,8.71,68.02
2025-12-19,-4.48,0.0,0.0,0.0,-7.47,0.76,7.82,63.89
2025-12-20,-4.7,0.0,0.0,0.0,-8.28,0.59,7.97,63.98
2025-12-21,-3.17,0.0,0.0,0.0,-6.82,2.22,9.49,55.11
2025-12-22,-2.39,0.0,0.0,0.0,-5.28,2.18,8.13,62.53
2025-12-23,-2.85,0.0,0.0,0.0,-5.95,1.77,10.08,66.12
2025-12-24,-3.29,3.81,3.81,0.0,-5.5,-0.1,8.94,74.98
2025-12-25,-4.02,3.38,3.38,0.0,-6.13,-1.4,8.94,86.9
2025-12-26,-4.54,5.83,5.83,0.0,-6.0,-2.73,6.25,84.77
2025-12-27,-6.64,24.67,24.67,0.0,-8.63,-5.12,8.51,90.5
2025-12-28,-8.65,4.63,4.63,0.0,-11.86,-4.84,8.13,76.1
2025-12-29,-9.2,6.86,6.86,0.0,-11.3,-5.74,12.7,73.48
2025-12-30,-9.45,16.14,16.14,0.0,-11.87,-5.57,14.77,75.84
2025-12-31,-7.03,2.81,2.81,0.0,-10.61,-3.38,17.97,67.49
2026-01-01,-7.19,21.78,21.78,0.0,-10.12,-4.19,9.25,82.13
2024-08-30,-1.59,0.0,0.0,0.0,-4.18,2.02,10.02,82.41
2024-12-11,-4.39,0.0,0.0,0.0,-7.01,-0.8,14.15,71.39
2024-12-12,-5.86,0.0,0.0,0.0,-8.14,-1.93,10.5,83.26
2024-12-13,-6.29,0.0,0.0,0.0,-8.71,-3.06,16.92,81.28
